0.26656187	0.10078197	0.1976373	0.27997926	-0.1041265	0.34214237	-0.27721468	0.13682784	0.12806793	0.04351002	-0.3487387	-0.095855184	0.019874485	-0.19572017	0.21727958	0.2375336
0.7069638	0.17818035	-0.13666095	0.07720268	-0.09901811	0.2609172	-0.844016	0.12728913	-0.056853082	0.59104633	-0.2454728	-0.16431811	-0.32113653	-0.28706282	0.22733885	0.6189997
0.15371008	0.06320184	0.19451132	0.0012078397	-0.14002335	0.24247685	-0.08298247	0.16230634	0.2865686	-0.22893795	-0.351468	0.032208476	0.31917214	0.066593915	0.22356342	-0.14327997
-0.10266999	0.14738362	0.13468242	0.22858782	-0.013278228	0.5094647	-0.025040016	0.30251294	0.037533235	-0.25463638	-0.36914372	-0.18431993	0.048078563	-0.016659228	0.16691367	-0.055451598
-0.18116136	0.098078944	0.33057418	0.20899932	0.0028266928	0.20347115	-0.0015507952	0.04932151	-0.054713402	-0.0020774477	0.06618517	0.022292998	0.024178717	-0.19576293	0.017676886	0.14978355
-0.21240228	-0.116401516	0.23703232	-0.16371323	-0.2509149	0.29189813	0.37145185	0.15706353	0.71005833	-0.56638926	-0.54211515	0.15137117	0.6275553	0.4997706	0.20552558	-0.51891077
0.42469883	0.052211404	-0.12565418	0.106366985	-0.084917866	0.36423174	-0.45240775	0.1988815	0.06535115	0.19617508	-0.33962688	-0.19553773	-0.049055725	-0.06083763	0.10080297	0.23356436
0.33174458	-0.054368507	0.09424369	0.1768748	-0.24417938	0.18198325	-0.3260392	-0.09080547	0.22993399	0.15144336	-0.14162853	0.0139796315	0.03783971	-0.07889486	0.064042225	0.19136468
-0.59832054	-0.11563493	0.545362	0.13945474	-0.37712228	-0.05031591	0.6412346	-0.25492397	0.5797132	-0.55426604	0.11114741	0.49299958	0.5220685	0.039072298	0.1110574	-0.34833458
0.28916255	0.015456539	-0.072954215	0.06308492	-0.07254798	0.33457243	-0.25662467	0.19935587	0.24295598	-0.09317117	-0.35854524	-0.12265963	0.06423955	0.18404657	0.09688247	-0.03778116
0.5868831	-0.4183575	-0.3175459	0.34935254	-0.44920015	0.2036052	-0.6358964	-0.13230835	0.3845381	0.5179713	-0.2874185	-0.21642677	-0.38024977	0.3026798	-0.3885573	0.53786576
0.07449574	-0.27730346	0.5105473	0.40733	-0.560209	-0.21450166	-0.1809644	-0.50919217	0.39496353	0.30534822	0.3481029	0.42233068	0.016202224	-0.2301967	-0.19245131	0.468421
-0.66316766	0.16616318	0.55790293	0.39852867	-0.03622822	0.13574773	0.43540558	-0.06462592	-0.1043805	-0.20314856	0.40898564	0.28131127	0.07400958	-0.40661535	0.061415493	-0.0008633216
0.4746509	0.27941692	-0.02913068	-0.10117871	0.10305535	0.30191812	-0.50920826	0.22928704	-0.07581467	0.2398349	-0.23529522	-0.090591796	-0.12136226	-0.30730686	0.3160378	0.29837036
0.18076682	0.55090785	0.02442937	-0.19287694	0.5348402	0.37905952	-0.534943	0.5064571	-0.59381497	0.31284556	0.09088947	-0.3668403	-0.47523037	-0.48718593	0.36068302	0.29663214
0.67956936	0.26610222	0.14967579	-0.053391907	0.08381257	0.05347279	-0.77813494	0.017586207	-0.20626715	0.61486953	0.17699867	0.056666106	-0.41801506	-0.49714485	0.23663534	0.650118
0.09869206	0.40403602	0.5048016	-0.17950137	0.13168272	0.032218706	-0.28752124	0.06201766	-0.30426663	0.23468944	0.37236798	0.23674484	-0.11293107	-0.5870948	0.37702775	0.27643424
0.16734597	0.4161432	0.09230479	-0.1407039	0.32565147	0.47300106	-0.24752222	0.41253635	-0.30293128	-0.0780102	-0.35577628	-0.26674795	-0.08405119	-0.3076589	0.4142391	0.020836595
-0.15889618	0.059510797	-0.37314337	-0.25702348	0.5706903	0.88703036	0.32557347	0.8968122	0.3257469	-0.62317544	-0.9410585	-0.7136939	0.43103868	0.7549944	0.3011663	-0.66617656
-0.24780196	-0.15769057	-0.007662688	0.57440424	-0.045426015	0.3739374	0.13084485	0.089631125	0.11075278	0.0325051	-0.24003422	-0.24243191	-0.10412764	0.07786259	-0.18661489	0.12548146
-0.031074297	-0.23391618	-0.028182711	0.5997589	-0.22406721	0.29099008	-0.04903742	0.058032185	0.21487357	0.06767856	-0.26332602	-0.2361171	-0.1674051	0.20382054	-0.24013838	0.20314243
0.20428146	0.0177069	0.30783585	-0.26104355	-0.18612146	0.071447514	0.0016611491	-0.07812604	0.28830406	-0.2627373	-0.15670745	0.3404166	0.49334237	0.12018067	0.27100047	-0.23133211
0.49858272	0.03997396	0.34950024	-0.27052593	-0.30443063	-0.1688356	-0.5302041	-0.32728425	0.10709926	0.47300196	0.16136074	0.40473938	-0.15763348	-0.46345466	0.17951235	0.5317404
0.5344208	-0.15234771	-0.21622169	0.019169047	-0.17486367	0.33803806	-0.51116663	0.13085938	0.24199298	0.08405492	-0.46631125	-0.19448368	0.021198744	0.1532403	0.0079863	0.15232211
0.21419801	0.1022037	0.0795109	-0.22095762	0.08695015	0.22293869	-0.22877413	0.23390588	0.020726822	-0.09176577	-0.22836767	-0.03438265	0.18479621	-0.108734526	0.22160895	-0.11699737
-0.31016955	-0.30461746	0.47795907	0.41443777	-0.50849307	-0.12632906	0.27749705	-0.40844497	0.43538633	-0.10789983	0.21511984	0.38766962	0.26801774	0.0898664	-0.23616475	0.087278105
-0.53189516	0.12196187	0.55416936	0.22529982	-0.0061689913	0.17615359	0.2921141	0.0017911987	-0.100664005	-0.19941089	0.16918151	0.13285604	0.17205739	-0.21616916	0.08043706	-0.056212816
0.9680266	0.11902456	0.7209431	-0.98579925	-0.49772984	-0.84094805	-1.0242728	-0.83199775	0.1839986	1.0187548	0.8984369	0.90168387	-0.24484566	-0.84962165	0.4201335	0.9894915
0.43637905	-0.062431447	-0.13084498	0.03834721	-0.03231678	0.2270006	-0.45299417	0.14331654	0.017960804	0.12323671	-0.25023907	-0.22489387	-0.122555986	0.047855314	0.008294523	0.18576683
0.4009739	0.12433692	-0.13453835	-0.005387416	0.10853221	0.33853254	-0.38151264	0.24177532	-0.15778823	0.078426585	-0.27923477	-0.22136405	-0.18825002	-0.086067714	0.12836392	0.21123792
-0.5032739	-0.011410772	0.64254975	0.40380418	-0.12363163	-0.09190226	0.22382534	-0.20686734	-0.062415883	0.06806552	0.4410237	0.3427799	0.024848823	-0.36208874	-0.063397065	0.21747702
0.6793513	-0.23823243	0.5415178	-0.17545462	-0.49223804	-0.70423424	-0.52905035	-0.67847306	0.3069338	0.866037	0.72066224	0.7110279	-0.1133305	-0.5327614	-0.103920154	0.9106061
-0.8681372	-0.110647626	0.5739656	0.873815	-0.11900717	0.082899	0.39069322	-0.10828055	-0.051831234	-0.08180657	0.36023384	0.041381996	-0.16948508	-0.013097335	-0.23952675	0.11056036
-0.39165124	0.10071618	0.5472739	0.25722128	-0.12859537	0.06234867	0.22684309	-0.12005577	-0.05554412	-0.05926181	0.33289915	0.26694846	0.095503986	-0.3431217	0.064436	0.082223974
0.31298313	0.20948903	-0.26241842	0.47051296	0.17486398	0.1558301	-0.4912572	0.1558655	-0.31249598	0.6079726	0.029009238	-0.3682778	-0.61729515	-0.2831164	-0.0536372	0.61907256
-0.23685335	-0.36590174	0.10565573	0.5507708	-0.4154698	0.21415435	0.36757594	-0.17113797	0.46307597	-0.24329221	-0.2031273	-0.019257462	0.27014348	0.3705059	-0.25019842	-0.050016414
